name,type,legacy_stack,legacy_path,evo_stack,evo_path,import_type,import_outcome,skip_reason,adapt_notes,commit_sha,test_count,removability,stage
SkillRelationshipService class,helper-skipped,services/skill-relationships.ts legacy 830 LOC,D:\enzospenuso\Documents\GitHub\heuresys.com.evo\services\api-gateway\src\services\skill-relationships.ts,N/A,N/A,skipped,skipped,Heavy domain service · Pack 2.6 dedicato + seed,N/A,N/A,N/A,N/A,Rejected
/esco (extend),endpoint,Express+pgPool+cached helper+req.dbClient,D:\enzospenuso\Documents\GitHub\heuresys.com.evo\services\api-gateway\src\routes\esco.ts,Express+Prisma withTenant+$queryRawUnsafe (file evo esistente esteso),D:\evo.heuresys.com\services\api-gateway\src\routes\esco.ts,adapted,partial,Skip 7/14 handler legacy: /skills/:id (ridondante con /skills/:id Pack 2.2) · /occupation-skills/:occupationId (covered by /occupations/:id) · /skill-relations/:skillId (extension non critical) · /skill-clusters · /skill-clusters/:code · /skill-classifications/:skillId (depende SkillClassificationService Pack 2.6 skipped),Esteso file evo esistente con 7 nuovi handler · /stats /isco-groups /isco-groups/:code /occupations /occupations/:id /skills /skill-groups · checkEscoRead helper · UUID validation,PENDING,14,embedded-in-existing-file (file esistente esteso · estirpazione = ripristino state pre-Pack 2.7),Test Stage
esco_isco_groups,prisma-allowlist-entry,Prisma model legacy,D:\enzospenuso\Documents\GitHub\heuresys.com.evo\services\app\prisma\schema.prisma,Prisma allowlist api-gateway,D:\evo.heuresys.com\services\api-gateway\prisma\allowlist.txt,clone-as-is,imported,,Pack 2.7 /esco extend · 21 model totali (era 20),PENDING,N/A,no-impact,Test Stage
esco_occupations,prisma-allowlist-entry,Prisma model legacy,D:\enzospenuso\Documents\GitHub\heuresys.com.evo\services\app\prisma\schema.prisma,Prisma allowlist api-gateway,D:\evo.heuresys.com\services\api-gateway\prisma\allowlist.txt,clone-as-is,imported,,Pack 2.7 /esco extend · 22 model (era 21),PENDING,N/A,no-impact,Test Stage
esco_skill_groups,prisma-allowlist-entry,Prisma model legacy,D:\enzospenuso\Documents\GitHub\heuresys.com.evo\services\app\prisma\schema.prisma,Prisma allowlist api-gateway,D:\evo.heuresys.com\services\api-gateway\prisma\allowlist.txt,clone-as-is,imported,,Pack 2.7 /esco extend · 23 model (era 22),PENDING,N/A,no-impact,Test Stage
esco_occupation_skills,prisma-allowlist-entry,Prisma model legacy,D:\enzospenuso\Documents\GitHub\heuresys.com.evo\services\app\prisma\schema.prisma,Prisma allowlist api-gateway,D:\evo.heuresys.com\services\api-gateway\prisma\allowlist.txt,clone-as-is,imported,,Pack 2.7 /esco extend · 24 model (era 23),PENDING,N/A,no-impact,Test Stage
esco_skill_relations,prisma-allowlist-entry,Prisma model legacy,D:\enzospenuso\Documents\GitHub\heuresys.com.evo\services\app\prisma\schema.prisma,Prisma allowlist api-gateway,D:\evo.heuresys.com\services\api-gateway\prisma\allowlist.txt,clone-as-is,imported,,Pack 2.7 /esco extend · 25 model (era 24),PENDING,N/A,no-impact,Test Stage
/ontology,endpoint-skipped,Express+pgPool+OntologyEmbeddingService+CrossEntityEmbeddingService,D:\enzospenuso\Documents\GitHub\heuresys.com.evo\services\api-gateway\src\routes\ontology.ts,N/A,N/A,skipped,skipped,36 endpoint thin wrapper su 2 service classes (1119+322+CrossEntity ~600 = 2000+ LOC) · vector embeddings (pgvector) · KSABA dimensions · cross-entity semantic search · ontology relations inference · richiede OpenAI API key wired + Pack 2.8 dedicated session,N/A,N/A,N/A,N/A,Rejected
OntologyEmbeddingService class,helper-skipped,services/ontology-embedding.ts legacy 1119 LOC,D:\enzospenuso\Documents\GitHub\heuresys.com.evo\services\api-gateway\src\services\ontology-embedding.ts,N/A,N/A,skipped,skipped,Heavy embedding service · BLOCK 11+ deferred · OpenAI dependency,N/A,N/A,N/A,N/A,Rejected
CrossEntityEmbeddingService class,helper-skipped,services/cross-entity-embedding.ts legacy,D:\enzospenuso\Documents\GitHub\heuresys.com.evo\services\api-gateway\src\services\cross-entity-embedding.ts,N/A,N/A,skipped,skipped,Cross-entity vector matching service · Pack 2.8 dedicato,N/A,N/A,N/A,N/A,Rejected
/career-paths,endpoint-skipped,Express+pgPool+CareerPathService class 910 LOC,D:\enzospenuso\Documents\GitHub\heuresys.com.evo\services\api-gateway\src\routes\career-paths.ts,N/A,N/A,skipped,skipped,16 endpoint thin wrapper su CareerPathService 910 LOC · richiede investment Pack 3 dedicato + seed dati,N/A,N/A,N/A,N/A,Rejected
/career-intelligence,endpoint-skipped,Express+pgPool+5 PostgreSQL custom functions migration 140-142,D:\enzospenuso\Documents\GitHub\heuresys.com.evo\services\api-gateway\src\routes\career-intelligence.ts,N/A,N/A,skipped,skipped,5 endpoint dipendono fn_employee_career_recommendations + fn_skill_gap_analysis + fn_career_transition_bridge + fn_find_similar_skills + fn_find_matching_occupations · richiede migration deploy + pgvector embeddings · BLOCK 11+ deferred,N/A,N/A,N/A,N/A,Rejected
/gap-analysis,endpoint-skipped,Express+pgPool+gapAnalysisService+gapRecommendationsService 979 LOC,D:\enzospenuso\Documents\GitHub\heuresys.com.evo\services\api-gateway\src\routes\gap-analysis.ts,N/A,N/A,skipped,skipped,9 endpoint thin wrapper su 2 service classes (471+508=979 LOC) · gap analysis + recommendations · richiede investment Pack 3 dedicato + seed,N/A,N/A,N/A,N/A,Rejected
/talent-intelligence,endpoint,Express+pgPool+pool direct+OpenAI fetch,D:\enzospenuso\Documents\GitHub\heuresys.com.evo\services\api-gateway\src\routes\talent-intelligence.ts,Express+Prisma withTenant+$queryRawUnsafe,D:\evo.heuresys.com\services\api-gateway\src\routes\talent-intelligence.ts,adapted,partial,Skip POST /talent/ai/:promptCode/:employeeId (OpenAI integration · richiede OPENAI_API_KEY + ai_prompt_templates seed · BLOCK 11+ deferred),5/6 handler portati: snapshot/:id · snapshot/me · signals · timeline/:id · signals/refresh (admin REFRESH MV) · usa VIEW/MV direct via $queryRawUnsafe,PENDING,11,no-impact (router isolato + 1 mount line + 1 model allowlist),Test Stage
/succession,endpoint,Express+pgPool+req.dbClient,D:\enzospenuso\Documents\GitHub\heuresys.com.evo\services\api-gateway\src\routes\succession.ts,Express+Prisma withTenant+$queryRawUnsafe,D:\evo.heuresys.com\services\api-gateway\src\routes\succession.ts,adapted,imported,,10 handler (stats · critical-roles CRUD · candidates CRUD nested) · tenant-scoped via tenant_id direct · RBP EMPLOYEES.view/create/edit/delete · zod schemas inline · UUID validation,PENDING,19,no-impact (router isolato + 1 mount line + 2 model allowlist),Test Stage
employee_timeline,prisma-allowlist-entry,Prisma model legacy,D:\enzospenuso\Documents\GitHub\heuresys.com.evo\services\app\prisma\schema.prisma,Prisma allowlist api-gateway,D:\evo.heuresys.com\services\api-gateway\prisma\allowlist.txt,clone-as-is,imported,,Pack 3 /talent-intelligence · 26 model (era 25),PENDING,N/A,no-impact,Test Stage
critical_roles,prisma-allowlist-entry,Prisma model legacy,D:\evo.heuresys.com\services\app\prisma\schema.prisma,Prisma allowlist api-gateway,D:\evo.heuresys.com\services\api-gateway\prisma\allowlist.txt,clone-as-is,imported,,Pack 3 /succession · 27 model (era 26),PENDING,N/A,no-impact,Test Stage
succession_candidates,prisma-allowlist-entry,Prisma model legacy,D:\evo.heuresys.com\services\app\prisma\schema.prisma,Prisma allowlist api-gateway,D:\evo.heuresys.com\services\api-gateway\prisma\allowlist.txt,clone-as-is,imported,,Pack 3 /succession nested CRUD · 28 model (era 27),PENDING,N/A,no-impact,Test Stage
/360-reviews,endpoint,Express+pgPool+req.dbClient,D:\enzospenuso\Documents\GitHub\heuresys.com.evo\services\api-gateway\src\routes\360-reviews.ts,Express+Prisma withTenant+$queryRawUnsafe,D:\evo.heuresys.com\services\api-gateway\src\routes\reviews-360.ts,adapted,imported,Renamed mount path /360-reviews → /reviews-360 (Express route segments con leading digit best practice),7 handler (list summary response-rates get-by-id post patch delete) · v_360_feedback_summary + v_360_response_rates view direct · zod CreateBody/UpdateBody · UUID validation,PENDING,12,no-impact (router isolato + 1 mount line + 1 model allowlist),Test Stage
/merit-cycles,endpoint,Express+pgPool+req.dbClient,D:\enzospenuso\Documents\GitHub\heuresys.com.evo\services\api-gateway\src\routes\merit-cycles.ts,Express+Prisma withTenant+$queryRawUnsafe,D:\evo.heuresys.com\services\api-gateway\src\routes\merit-cycles.ts,adapted,partial,Skip GET /:id/recommendations (depende su merit_recommendations table not in allowlist · separate model · può essere portato successivamente),9/10 handler (stats current list get-by-id post patch activate complete delete-cancel) · lifecycle transitions planning→active→completed/cancelled · zod schemas inline,PENDING,12,no-impact (router isolato + 1 mount line + 1 model allowlist),Test Stage
/calibration-sessions,endpoint-skipped,Express+pgPool+performanceManagementService 1474 LOC,D:\enzospenuso\Documents\GitHub\heuresys.com.evo\services\api-gateway\src\routes\calibration-sessions.ts,N/A,N/A,skipped,skipped,26 endpoint thin wrapper su performanceManagementService 1474 LOC · richiede investment Pack 4 dedicato + seed,N/A,N/A,N/A,N/A,Rejected
/goals,endpoint-skipped,Express+pgPool+performanceManagementService 1474 LOC,D:\enzospenuso\Documents\GitHub\heuresys.com.evo\services\api-gateway\src\routes\goals.ts,N/A,N/A,skipped,skipped,26 endpoint thin wrapper su performanceManagementService 1474 LOC · goal CRUD + alignments + check-ins + comments + milestones + reviews · richiede investment dedicato,N/A,N/A,N/A,N/A,Rejected
/okrs,endpoint-skipped,Express+pgPool+performanceManagementService 1474 LOC,D:\enzospenuso\Documents\GitHub\heuresys.com.evo\services\api-gateway\src\routes\okrs.ts,N/A,N/A,skipped,skipped,19 endpoint thin wrapper su performanceManagementService 1474 LOC · OKR objectives + key results · richiede investment dedicato,N/A,N/A,N/A,N/A,Rejected
performanceManagementService class,helper-skipped,services/performance-management.ts legacy 1474 LOC,D:\enzospenuso\Documents\GitHub\heuresys.com.evo\services\api-gateway\src\services\performance-management.ts,N/A,N/A,skipped,skipped,Heavy domain service · 3 endpoint Pack 4 dipendono · Pack 4.1 dedicato session,N/A,N/A,N/A,N/A,Rejected
feedback_360,prisma-allowlist-entry,Prisma model legacy,D:\evo.heuresys.com\services\app\prisma\schema.prisma,Prisma allowlist api-gateway,D:\evo.heuresys.com\services\api-gateway\prisma\allowlist.txt,clone-as-is,imported,,Pack 4 /reviews-360 · 29 model (era 28),PENDING,N/A,no-impact,Test Stage
merit_cycles,prisma-allowlist-entry,Prisma model legacy,D:\evo.heuresys.com\services\app\prisma\schema.prisma,Prisma allowlist api-gateway,D:\evo.heuresys.com\services\api-gateway\prisma\allowlist.txt,clone-as-is,imported,,Pack 4 /merit-cycles · 30 model (era 29),PENDING,N/A,no-impact,Test Stage
/candidates,endpoint,Express+pgPool+req.dbClient,D:\enzospenuso\Documents\GitHub\heuresys.com.evo\services\api-gateway\src\routes\candidates.ts,Express+Prisma withTenant+$queryRawUnsafe,D:\evo.heuresys.com\services\api-gateway\src\routes\candidates.ts,adapted,partial,Skip lifecycle endpoint legacy: advance/reject business logic deferred,6/10 handler (stats list get post patch delete) · CRUD core · escapeILIKE search · UUID validation,PENDING,9,no-impact,Test Stage
/job-postings,endpoint,Express+pgPool+req.dbClient,D:\enzospenuso\Documents\GitHub\heuresys.com.evo\services\api-gateway\src\routes\job-postings.ts,Express+Prisma withTenant+$queryRawUnsafe,D:\evo.heuresys.com\services\api-gateway\src\routes\job-postings.ts,adapted,partial,Skip publish/close lifecycle endpoint deferred,5/10 handler CRUD core,PENDING,9,no-impact,Test Stage
/requisitions,endpoint,Express+pgPool+req.dbClient,D:\enzospenuso\Documents\GitHub\heuresys.com.evo\services\api-gateway\src\routes\requisitions.ts,Express+Prisma withTenant+$queryRawUnsafe,D:\evo.heuresys.com\services\api-gateway\src\routes\requisitions.ts,adapted,partial,Skip approval workflow endpoint deferred,5/7 handler CRUD core,PENDING,9,no-impact,Test Stage
/interviews,endpoint,Express+pgPool+req.dbClient,D:\enzospenuso\Documents\GitHub\heuresys.com.evo\services\api-gateway\src\routes\interviews.ts,Express+Prisma withTenant+$queryRawUnsafe,D:\evo.heuresys.com\services\api-gateway\src\routes\interviews.ts,adapted,partial,Skip scheduling/calendar integration endpoint deferred,5/10 handler CRUD core,PENDING,9,no-impact,Test Stage
/offers,endpoint,Express+pgPool+req.dbClient,D:\enzospenuso\Documents\GitHub\heuresys.com.evo\services\api-gateway\src\routes\offers.ts,Express+Prisma withTenant+$queryRawUnsafe,D:\evo.heuresys.com\services\api-gateway\src\routes\offers.ts,adapted,partial,Skip approval workflow multi-stage signoff endpoint deferred,5/11 handler CRUD core,PENDING,9,no-impact,Test Stage
recruiting_candidates,prisma-allowlist-entry,Prisma model legacy,D:\evo.heuresys.com\services\app\prisma\schema.prisma,Prisma allowlist api-gateway,D:\evo.heuresys.com\services\api-gateway\prisma\allowlist.txt,clone-as-is,imported,,Pack 5 /candidates · 31 model,PENDING,N/A,no-impact,Test Stage
job_postings,prisma-allowlist-entry,Prisma model legacy,D:\evo.heuresys.com\services\app\prisma\schema.prisma,Prisma allowlist api-gateway,D:\evo.heuresys.com\services\api-gateway\prisma\allowlist.txt,clone-as-is,imported,,Pack 5 /job-postings · 32 model,PENDING,N/A,no-impact,Test Stage
requisitions,prisma-allowlist-entry,Prisma model legacy,D:\evo.heuresys.com\services\app\prisma\schema.prisma,Prisma allowlist api-gateway,D:\evo.heuresys.com\services\api-gateway\prisma\allowlist.txt,clone-as-is,imported,,Pack 5 /requisitions · 33 model,PENDING,N/A,no-impact,Test Stage
interviews,prisma-allowlist-entry,Prisma model legacy,D:\evo.heuresys.com\services\app\prisma\schema.prisma,Prisma allowlist api-gateway,D:\evo.heuresys.com\services\api-gateway\prisma\allowlist.txt,clone-as-is,imported,,Pack 5 /interviews · 34 model,PENDING,N/A,no-impact,Test Stage
recruiting_offers,prisma-allowlist-entry,Prisma model legacy,D:\evo.heuresys.com\services\app\prisma\schema.prisma,Prisma allowlist api-gateway,D:\evo.heuresys.com\services\api-gateway\prisma\allowlist.txt,clone-as-is,imported,,Pack 5 /offers · 35 model,PENDING,N/A,no-impact,Test Stage
/courses,endpoint,Express+pgPool+req.dbClient,D:\enzospenuso\Documents\GitHub\heuresys.com.evo\services\api-gateway\src\routes\courses.ts,Express+Prisma withTenant+$queryRawUnsafe,D:\evo.heuresys.com\services\api-gateway\src\routes\courses.ts,adapted,partial,Skip business endpoint legacy: stats categories duplicate clone deferred,5/12 handler CRUD core,PENDING,6,no-impact,Test Stage
/learning-paths,endpoint,Express+pgPool+req.dbClient+cache helper,D:\enzospenuso\Documents\GitHub\heuresys.com.evo\services\api-gateway\src\routes\learning-paths.ts,Express+Prisma withTenant+$queryRawUnsafe,D:\evo.heuresys.com\services\api-gateway\src\routes\learning-paths.ts,adapted,partial,Skip cached() + business endpoint deferred,5/7 handler CRUD core,PENDING,6,no-impact,Test Stage
/enrollments,endpoint,Express+pgPool+req.dbClient,D:\enzospenuso\Documents\GitHub\heuresys.com.evo\services\api-gateway\src\routes\enrollments.ts,Express+Prisma withTenant+$queryRawUnsafe,D:\evo.heuresys.com\services\api-gateway\src\routes\enrollments.ts,adapted,partial,Skip learning-path-enrollments endpoint deferred,4/7 handler core (course enrollments only),PENDING,5,no-impact,Test Stage
/certifications,endpoint,Express+pgPool+req.dbClient+cache helper,D:\enzospenuso\Documents\GitHub\heuresys.com.evo\services\api-gateway\src\routes\certifications.ts,Express+Prisma withTenant+$queryRawUnsafe,D:\evo.heuresys.com\services\api-gateway\src\routes\certifications.ts,adapted,partial,Skip cached() + business endpoint expiring/dashboard deferred,5/8 handler CRUD core,PENDING,6,no-impact,Test Stage
/training-recommendations,endpoint-skipped,Express+pgPool+TrainingRecommendationService,D:\enzospenuso\Documents\GitHub\heuresys.com.evo\services\api-gateway\src\routes\training-recommendations.ts,N/A,N/A,skipped,skipped,8 endpoint thin wrapper su TrainingRecommendationService · richiede investment dedicato + seed dati skill gap,N/A,N/A,N/A,N/A,Rejected
courses,prisma-allowlist-entry,Prisma model legacy,D:\evo.heuresys.com\services\app\prisma\schema.prisma,Prisma allowlist api-gateway,D:\evo.heuresys.com\services\api-gateway\prisma\allowlist.txt,clone-as-is,imported,,Pack 6 · 36 model,PENDING,N/A,no-impact,Test Stage
learning_paths,prisma-allowlist-entry,Prisma model legacy,D:\evo.heuresys.com\services\app\prisma\schema.prisma,Prisma allowlist api-gateway,D:\evo.heuresys.com\services\api-gateway\prisma\allowlist.txt,clone-as-is,imported,,Pack 6 · 37 model,PENDING,N/A,no-impact,Test Stage
course_enrollments,prisma-allowlist-entry,Prisma model legacy,D:\evo.heuresys.com\services\app\prisma\schema.prisma,Prisma allowlist api-gateway,D:\evo.heuresys.com\services\api-gateway\prisma\allowlist.txt,clone-as-is,imported,,Pack 6 · 38 model,PENDING,N/A,no-impact,Test Stage
learning_path_enrollments,prisma-allowlist-entry,Prisma model legacy,D:\evo.heuresys.com\services\app\prisma\schema.prisma,Prisma allowlist api-gateway,D:\evo.heuresys.com\services\api-gateway\prisma\allowlist.txt,clone-as-is,imported,,Pack 6 · 39 model,PENDING,N/A,no-impact,Test Stage
certifications,prisma-allowlist-entry,Prisma model legacy,D:\evo.heuresys.com\services\app\prisma\schema.prisma,Prisma allowlist api-gateway,D:\evo.heuresys.com\services\api-gateway\prisma\allowlist.txt,clone-as-is,imported,,Pack 6 · 40 model,PENDING,N/A,no-impact,Test Stage
/attendance,endpoint,Express+pgPool+req.dbClient,D:\enzospenuso\Documents\GitHub\heuresys.com.evo\services\api-gateway\src\routes\attendance.ts,Express+Prisma withTenant+$queryRawUnsafe,D:\evo.heuresys.com\services\api-gateway\src\routes\attendance.ts,adapted,partial,Skip business endpoint legacy: stats summary report-by-period deferred,5/11 handler CRUD core,PENDING,6,no-impact,Test Stage
/time-off,endpoint,Express+pgPool+req.dbClient,D:\enzospenuso\Documents\GitHub\heuresys.com.evo\services\api-gateway\src\routes\time-off.ts,Express+Prisma withTenant+$queryRawUnsafe,D:\evo.heuresys.com\services\api-gateway\src\routes\time-off.ts,adapted,partial,Skip balance/approve workflow endpoint deferred,5/15 handler CRUD core,PENDING,6,no-impact,Test Stage
/tenant-onboarding,endpoint,Express+pgPool+req.dbClient+cache helper,D:\enzospenuso\Documents\GitHub\heuresys.com.evo\services\api-gateway\src\routes\tenant-onboarding.ts,Express+Prisma withTenant+$queryRawUnsafe,D:\evo.heuresys.com\services\api-gateway\src\routes\tenant-onboarding.ts,adapted,imported,Skip cached() helper,3 handler (profile + status + profile patch) · TENANT_ADMIN gating,PENDING,4,no-impact,Test Stage
/leave (Pack 7 extension),endpoint-skipped,Express+pgPool+req.dbClient (1214 LOC),D:\enzospenuso\Documents\GitHub\heuresys.com.evo\services\api-gateway\src\routes\leave.ts,N/A (deferred — already partial /leaves in evo),N/A,skipped,skipped,14 handler thin endpoint legacy · already partial /leaves in evo · richiede session dedicata extension valutando overlap,N/A,N/A,N/A,N/A,Rejected
employee_attendance,prisma-allowlist-entry,Prisma model legacy,D:\evo.heuresys.com\services\app\prisma\schema.prisma,Prisma allowlist api-gateway,D:\evo.heuresys.com\services\api-gateway\prisma\allowlist.txt,clone-as-is,imported,,Pack 7 · 41 model,PENDING,N/A,no-impact,Test Stage
employee_time_off_requests,prisma-allowlist-entry,Prisma model legacy,D:\evo.heuresys.com\services\app\prisma\schema.prisma,Prisma allowlist api-gateway,D:\evo.heuresys.com\services\api-gateway\prisma\allowlist.txt,clone-as-is,imported,,Pack 7 · 42 model,PENDING,N/A,no-impact,Test Stage
tenant_onboarding_profiles,prisma-allowlist-entry,Prisma model legacy,D:\evo.heuresys.com\services\app\prisma\schema.prisma,Prisma allowlist api-gateway,D:\evo.heuresys.com\services\api-gateway\prisma\allowlist.txt,clone-as-is,imported,,Pack 7 · 43 model,PENDING,N/A,no-impact,Test Stage
/workspace,endpoint,Express+pgPool+req.dbClient,D:\enzospenuso\Documents\GitHub\heuresys.com.evo\services\api-gateway\src\routes\workspace.ts,Express+Prisma withTenant+$queryRawUnsafe,D:\evo.heuresys.com\services\api-gateway\src\routes\workspace.ts,adapted,partial,Skip workspace business logic legacy: layout-validation widget-rendering deferred,6/11 handler (templates CRUD + widgets list),PENDING,7,no-impact,Test Stage
/platform,endpoint,Express+pgPool+req.dbClient+cache helper,D:\enzospenuso\Documents\GitHub\heuresys.com.evo\services\api-gateway\src\routes\platform.ts,Express+Prisma withTenant+$queryRawUnsafe,D:\evo.heuresys.com\services\api-gateway\src\routes\platform.ts,adapted,partial,Skip cached() helper + business endpoint reporting deferred,3/11 handler (features + pages + stats),PENDING,4,no-impact,Test Stage
/rbp,endpoint-skipped,Express+pgPool+req.dbClient (791 LOC),D:\enzospenuso\Documents\GitHub\heuresys.com.evo\services\api-gateway\src\routes\rbp.ts,N/A,N/A,skipped,skipped,17 handler · interaction extension con sistema RBP attivo evo (rbp_roles + rbp_functional_areas + 326 RBP joins seed) · richiede session dedicata che valuti overlap senza rompere RLS DB-level,N/A,N/A,N/A,N/A,Rejected
/audit-logs (Pack 8 extension),endpoint-skipped,Express+pgPool+req.dbClient (595 LOC),D:\enzospenuso\Documents\GitHub\heuresys.com.evo\services\api-gateway\src\routes\audit-logs.ts,N/A (deferred — already partial /audit-logs in evo),N/A,skipped,skipped,13 handler thin · already partial /audit-logs in evo · richiede session dedicata extension valutando overlap,N/A,N/A,N/A,N/A,Rejected
workspace_templates,prisma-allowlist-entry,Prisma model legacy,D:\evo.heuresys.com\services\app\prisma\schema.prisma,Prisma allowlist api-gateway,D:\evo.heuresys.com\services\api-gateway\prisma\allowlist.txt,clone-as-is,imported,,Pack 8 · 44 model,PENDING,N/A,no-impact,Test Stage
workspace_widgets,prisma-allowlist-entry,Prisma model legacy,D:\evo.heuresys.com\services\app\prisma\schema.prisma,Prisma allowlist api-gateway,D:\evo.heuresys.com\services\api-gateway\prisma\allowlist.txt,clone-as-is,imported,,Pack 8 · 45 model,PENDING,N/A,no-impact,Test Stage
platform_features,prisma-allowlist-entry,Prisma model legacy,D:\evo.heuresys.com\services\app\prisma\schema.prisma,Prisma allowlist api-gateway,D:\evo.heuresys.com\services\api-gateway\prisma\allowlist.txt,clone-as-is,imported,,Pack 8 · 46 model,PENDING,N/A,no-impact,Test Stage
platform_pages,prisma-allowlist-entry,Prisma model legacy,D:\evo.heuresys.com\services\app\prisma\schema.prisma,Prisma allowlist api-gateway,D:\evo.heuresys.com\services\api-gateway\prisma\allowlist.txt,clone-as-is,imported,,Pack 8 · 47 model,PENDING,N/A,no-impact,Test Stage
